Attrition,Business,CF Age Band,CF Attrition Lable,Department,Education Field,Emp No,Employee Number,Gender,Job Role,Marital Status,Overtime,Over 18,Training Times,Traning Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Education ,EmployeeCount,Environment Satisfaction,Hourly Rate,Job Involvement,job Level,Job  Satisfaction,Monthly income,Monthly Rate ,Num Companies Worked,Percent Sallary Hike ,Performance Rating Relationship Satisfactior,Standard Hours,Stock Optional Level,total work years,Work
No,Corporate,30-39,Current,HR,Arts,135,1135,Male,Manager,Single,No,Y,5,5,-2,0,33,No,349,18,4,1,1,4,95,2,1,4,18202,6908,7,14,3,80,3,26,43
No,Corporate,20-29,Current,Sales,Science,136,1136,Female,Manager,Married,Yes,Y,6,2,-2,0,27,No,623,7,5,5,1,1,58,2,5,4,18318,4429,9,19,1,80,2,39,10
Yes,Corporate,20-29,Attrited,HR,Commerce,137,1137,Female,Clerk,Married,Yes,Y,4,8,-2,0,24,No,505,46,3,2,1,2,84,2,4,1,5511,8967,6,3,1,80,1,29,25
No,Corporate,20-29,Attrited,IT,Arts,138,1138,Male,Manager,Married,Yes,Y,3,1,-2,0,24,No,778,13,5,5,1,3,27,1,2,4,9910,4717,3,11,4,80,1,23,48
No,Corporate,50-59,Attrited,IT,Arts,139,1139,Female,Manager,Divorced,Yes,Y,3,6,-2,0,54,Yes,651,32,1,3,1,1,42,2,2,1,16571,6673,6,0,1,80,2,25,6
Yes,Corporate,20-29,Current,IT,Engineering,140,1140,Female,Engineer,Divorced,Yes,Y,8,10,-2,0,21,No,588,18,4,3,1,1,44,1,5,4,6081,12742,4,16,5,80,2,17,72
No,Corporate,40-49,Current,IT,Commerce,141,1141,Female,Manager,Single,Yes,Y,6,2,-2,0,47,No,488,37,1,2,1,3,54,2,2,1,18103,10342,5,4,1,80,2,40,77
No,Corporate,50-59,Attrited,HR,Medical,142,1142,Female,Executive,Divorced,No,Y,9,6,-2,0,50,No,638,36,3,2,1,3,98,4,3,1,9383,11563,10,11,1,80,3,17,47
No,Corporate,50-59,Attrited,R&D,Science,143,1143,Male,Engineer,Married,No,Y,4,1,-2,0,53,No,652,2,1,2,1,1,90,3,4,4,18650,19260,5,21,3,80,2,6,5
No,Corporate,20-29,Attrited,HR,Commerce,144,1144,Female,Engineer,Divorced,Yes,Y,10,7,-2,0,25,Yes,309,11,2,2,1,2,78,2,1,4,4087,12373,10,7,3,80,2,17,86
Yes,Corporate,60-69,Attrited,IT,Engineering,145,1145,Male,Engineer,Single,Yes,Y,6,3,-2,0,60,Yes,128,27,1,5,1,4,83,3,1,2,17801,16454,4,22,1,80,2,23,98
No,Corporate,10-19,Attrited,HR,Engineering,146,1146,Female,Manager,Married,Yes,Y,2,3,-2,0,19,Yes,989,19,2,1,1,4,66,2,5,2,15998,11090,5,25,5,80,0,8,37
Yes,Corporate,50-59,Current,HR,Engineering,147,1147,Female,Analyst,Married,No,Y,3,6,-2,0,58,Yes,563,32,1,1,1,4,56,4,2,3,1587,7406,0,9,3,80,3,16,77
No,Corporate,40-49,Current,R&D,Medical,148,1148,Male,Analyst,Divorced,Yes,Y,8,6,-2,0,47,Yes,797,9,5,3,1,2,57,3,5,4,3378,6313,5,21,5,80,2,16,50
No,Corporate,20-29,Attrited,R&D,Engineering,149,1149,Female,Executive,Divorced,No,Y,7,4,-2,0,28,Yes,499,25,1,3,1,1,96,2,4,4,19306,9178,2,19,4,80,2,20,4
No,Corporate,60-69,Current,Sales,Arts,150,1150,Male,Analyst,Married,Yes,Y,8,8,-2,0,60,Yes,532,12,2,5,1,1,36,2,5,1,4160,10511,10,11,3,80,1,24,100
Yes,Corporate,50-59,Attrited,IT,Engineering,151,1151,Male,Engineer,Married,Yes,Y,8,10,-2,0,59,No,747,12,3,5,1,2,37,3,5,3,17367,1205,2,24,3,80,3,40,97
Yes,Corporate,40-49,Current,R&D,Commerce,152,1152,Male,Engineer,Divorced,No,Y,3,10,-2,0,47,No,368,46,5,2,1,1,66,1,3,4,1270,19444,5,5,5,80,0,34,96
Yes,Corporate,50-59,Current,HR,Arts,153,1153,Female,Clerk,Divorced,No,Y,7,9,-2,0,53,Yes,822,50,3,5,1,3,93,3,2,1,5372,6785,0,0,2,80,1,6,60
Yes,Corporate,60-69,Attrited,Sales,Medical,154,1154,Male,Clerk,Married,No,Y,10,1,-2,0,60,No,322,3,4,4,1,2,58,1,4,4,10545,1423,3,2,1,80,0,5,85
No,Corporate,40-49,Current,R&D,Engineering,155,1155,Female,Clerk,Married,Yes,Y,8,5,-2,0,46,No,406,6,3,3,1,4,42,4,2,3,6859,14077,4,15,4,80,3,25,74
Yes,Corporate,20-29,Attrited,R&D,Science,156,1156,Female,Engineer,Married,Yes,Y,5,4,-2,0,21,Yes,797,34,5,4,1,1,87,2,2,1,17184,4657,5,16,3,80,0,37,74
No,Corporate,30-39,Current,R&D,Commerce,157,1157,Male,Analyst,Divorced,Yes,Y,10,8,-2,0,39,Yes,738,14,4,5,1,4,44,1,4,3,10378,15925,9,21,3,80,1,38,16
Yes,Corporate,20-29,Attrited,IT,Medical,158,1158,Male,Engineer,Single,No,Y,4,6,-2,0,20,No,171,29,4,1,1,4,97,4,1,3,14371,16093,5,14,4,80,1,9,30
No,Corporate,20-29,Current,Finance,Engineering,159,1159,Female,Clerk,Divorced,Yes,Y,4,4,-2,0,22,No,907,23,4,1,1,4,75,2,5,1,19623,4862,3,13,3,80,1,38,35
No,Corporate,40-49,Attrited,HR,Science,160,1160,Female,Executive,Single,Yes,Y,8,2,-2,0,48,No,806,5,5,4,1,2,64,3,4,2,2716,18146,7,6,2,80,0,31,20
Yes,Corporate,50-59,Attrited,Sales,Commerce,161,1161,Female,Manager,Married,Yes,Y,3,7,-2,0,54,No,197,14,4,4,1,4,96,3,2,1,13142,2624,10,12,2,80,3,14,39
Yes,Corporate,50-59,Current,HR,Engineering,162,1162,Male,Analyst,Single,Yes,Y,8,7,-2,0,57,No,725,8,4,3,1,1,36,4,3,1,19362,18054,8,4,2,80,0,36,70
No,Corporate,10-19,Attrited,Finance,Engineering,163,1163,Male,Executive,Married,No,Y,7,6,-2,0,18,Yes,847,30,3,4,1,1,54,1,2,1,10304,3090,6,10,5,80,3,20,60
No,Corporate,30-39,Attrited,Sales,Medical,164,1164,Male,Executive,Married,Yes,Y,10,9,-2,0,39,No,564,28,3,3,1,2,94,2,1,1,2746,1271,5,23,2,80,1,8,83
Yes,Corporate,40-49,Attrited,HR,Commerce,165,1165,Female,Executive,Single,Yes,Y,8,7,-2,0,47,Yes,440,27,1,2,1,2,32,2,3,2,5615,13614,1,24,5,80,1,25,85
Yes,Corporate,20-29,Attrited,Sales,Engineering,166,1166,Male,Clerk,Married,No,Y,9,7,-2,0,28,Yes,835,39,5,3,1,2,74,4,2,1,16731,14670,7,22,3,80,3,14,68
Yes,Corporate,50-59,Attrited,IT,Arts,167,1167,Female,Analyst,Single,Yes,Y,5,6,-2,0,56,Yes,342,13,1,5,1,2,100,1,2,2,6036,15430,8,22,1,80,0,37,46
No,Corporate,40-49,Attrited,Sales,Engineering,168,1168,Female,Manager,Divorced,Yes,Y,8,5,-2,0,42,No,321,30,3,2,1,4,32,1,1,2,13328,8503,10,10,3,80,1,16,93
No,Corporate,20-29,Attrited,IT,Medical,169,1169,Female,Analyst,Single,Yes,Y,5,9,-2,0,28,No,135,21,4,3,1,4,42,1,1,2,9507,8277,3,0,4,80,2,3,54
No,Corporate,30-39,Attrited,HR,Science,170,1170,Female,Executive,Divorced,Yes,Y,7,9,-2,0,32,Yes,444,37,2,2,1,1,89,1,2,2,6936,1437,6,7,4,80,3,11,10
Yes,Corporate,40-49,Attrited,HR,Engineering,171,1171,Male,Analyst,Married,No,Y,2,8,-2,0,47,Yes,792,46,3,3,1,2,48,1,1,4,13190,1146,4,21,1,80,2,40,60
No,Corporate,30-39,Current,IT,Commerce,172,1172,Male,Executive,Single,No,Y,8,6,-2,0,32,Yes,956,31,4,5,1,4,88,1,4,2,7331,7268,3,3,3,80,0,8,59
Yes,Corporate,50-59,Current,R&D,Medical,173,1173,Female,Executive,Single,No,Y,6,3,-2,0,59,No,787,19,4,1,1,4,29,1,5,3,12893,19527,10,3,1,80,1,39,85
Yes,Corporate,50-59,Current,Finance,Science,174,1174,Male,Engineer,Married,Yes,Y,8,3,-2,0,56,No,489,20,4,3,1,3,45,2,1,1,19068,7670,4,24,5,80,2,29,32
Yes,Corporate,50-59,Current,IT,Medical,175,1175,Male,Clerk,Married,No,Y,5,6,-2,0,56,Yes,673,31,4,5,1,3,43,1,1,3,19788,16007,3,5,5,80,3,27,57
Yes,Corporate,20-29,Current,HR,Engineering,176,1176,Male,Manager,Divorced,Yes,Y,5,7,-2,0,21,Yes,322,10,2,3,1,1,67,3,4,2,15218,14831,5,0,3,80,3,18,74
No,Corporate,30-39,Current,R&D,Medical,177,1177,Female,Executive,Single,Yes,Y,2,0,-2,0,39,No,572,5,2,2,1,4,47,2,5,3,5692,1941,4,6,4,80,1,40,13
No,Corporate,30-39,Attrited,R&D,Commerce,178,1178,Male,Clerk,Divorced,Yes,Y,6,4,-2,0,36,No,934,29,3,2,1,1,66,1,2,1,5982,4838,4,5,4,80,1,14,95
Yes,Corporate,30-39,Attrited,R&D,Medical,179,1179,Female,Analyst,Single,Yes,Y,1,8,-2,0,36,Yes,672,34,1,3,1,3,97,1,3,1,7507,7779,6,11,4,80,0,1,42
Yes,Corporate,40-49,Attrited,Sales,Engineering,180,1180,Female,Analyst,Single,No,Y,2,9,-2,0,43,Yes,754,40,4,4,1,4,86,4,1,3,4356,19438,8,20,2,80,1,39,85
Yes,Corporate,30-39,Attrited,HR,Medical,181,1181,Male,Manager,Married,No,Y,3,4,-2,0,31,Yes,786,8,4,3,1,1,42,2,3,4,6232,4456,0,21,1,80,2,35,87
Yes,Corporate,40-49,Current,HR,Arts,182,1182,Male,Clerk,Divorced,No,Y,1,2,-2,0,43,No,102,33,1,1,1,4,26,1,1,3,14527,14385,1,9,4,80,3,1,26
No,Corporate,20-29,Attrited,Sales,Science,183,1183,Male,Engineer,Divorced,No,Y,7,8,-2,0,21,Yes,664,35,4,4,1,4,51,2,4,3,17844,8026,6,20,3,80,3,14,50
No,Corporate,30-39,Current,Sales,Medical,184,1184,Male,Engineer,Married,Yes,Y,7,4,-2,0,30,Yes,987,16,5,3,1,4,92,1,3,2,8399,5881,6,25,1,80,1,19,49
No,Corporate,50-59,Current,R&D,Arts,185,1185,Female,Executive,Single,Yes,Y,9,10,-2,0,50,No,511,4,1,1,1,4,54,3,4,2,13670,19956,3,8,1,80,2,5,35
Yes,Corporate,30-39,Attrited,Sales,Commerce,186,1186,Female,Engineer,Single,No,Y,7,7,-2,0,33,Yes,149,23,4,3,1,3,41,3,4,4,10590,16666,6,12,1,80,1,6,12
No,Corporate,50-59,Attrited,HR,Science,187,1187,Female,Analyst,Married,Yes,Y,10,5,-2,0,52,No,297,26,1,2,1,4,26,4,3,2,9227,4804,6,9,5,80,2,31,87
Yes,Corporate,20-29,Attrited,Finance,Arts,188,1188,Female,Analyst,Married,Yes,Y,3,3,-2,0,20,Yes,566,19,5,1,1,1,39,1,5,1,14179,16755,7,14,5,80,3,30,32
Yes,Corporate,20-29,Attrited,R&D,Science,189,1189,Male,Analyst,Divorced,No,Y,1,1,-2,0,27,Yes,420,4,3,3,1,3,88,1,2,3,5304,19079,0,2,5,80,2,21,29
Yes,Corporate,30-39,Attrited,IT,Commerce,190,1190,Female,Manager,Married,Yes,Y,8,2,-2,0,39,No,844,45,1,5,1,1,27,1,3,4,8093,13805,9,0,2,80,2,22,46
No,Corporate,50-59,Current,HR,Arts,191,1191,Male,Manager,Married,Yes,Y,7,2,-2,0,50,No,793,43,1,1,1,3,55,1,2,2,6669,14972,3,3,1,80,0,16,8
No,Corporate,50-59,Attrited,HR,Engineering,192,1192,Female,Analyst,Divorced,Yes,Y,3,5,-2,0,59,No,249,16,2,4,1,4,97,2,4,4,11558,11547,10,17,1,80,3,18,95
Yes,Corporate,30-39,Current,Finance,Arts,193,1193,Female,Analyst,Married,Yes,Y,1,0,-2,0,38,No,959,10,4,1,1,3,52,4,5,1,13632,10559,4,14,5,80,0,1,24
Yes,Corporate,50-59,Attrited,Sales,Science,194,1194,Female,Executive,Married,Yes,Y,3,6,-2,0,51,No,915,3,3,1,1,3,91,3,3,4,11517,14618,8,22,1,80,0,26,91
Yes,Corporate,50-59,Attrited,IT,Engineering,195,1195,Male,Analyst,Single,Yes,Y,3,5,-2,0,54,Yes,472,50,1,3,1,2,35,4,2,1,18803,9073,7,9,5,80,3,14,43
No,Corporate,30-39,Attrited,HR,Commerce,196,1196,Male,Analyst,Divorced,No,Y,3,8,-2,0,34,Yes,265,39,2,2,1,1,77,4,2,3,8999,10248,5,12,3,80,3,27,24
No,Corporate,20-29,Current,HR,Medical,197,1197,Male,Analyst,Single,No,Y,4,8,-2,0,20,No,821,16,5,1,1,3,68,2,2,4,16415,4316,6,10,2,80,0,19,40
No,Corporate,30-39,Attrited,HR,Medical,198,1198,Male,Manager,Single,No,Y,8,1,-2,0,36,Yes,277,8,4,4,1,2,93,2,3,3,1685,14490,9,23,4,80,0,7,13
No,Corporate,50-59,Attrited,HR,Engineering,199,1199,Male,Analyst,Divorced,No,Y,3,1,-2,0,52,Yes,182,30,2,3,1,3,49,3,4,2,2589,2388,8,9,1,80,2,31,6
Yes,Corporate,50-59,Attrited,HR,Science,200,1200,Female,Engineer,Single,No,Y,9,5,-2,0,54,No,445,35,1,3,1,4,70,3,1,1,10217,13679,10,2,4,80,2,34,3
No,Corporate,40-49,Current,Finance,Engineering,201,1201,Female,Analyst,Married,No,Y,8,7,-2,0,45,Yes,212,26,4,4,1,2,90,3,2,2,6874,15039,4,16,5,80,0,3,83
No,Corporate,20-29,Attrited,IT,Commerce,202,1202,Male,Manager,Divorced,No,Y,2,0,-2,0,25,No,992,25,3,3,1,1,32,4,5,3,7595,9166,5,14,2,80,0,12,57
No,Corporate,10-19,Current,Finance,Engineering,203,1203,Female,Executive,Divorced,Yes,Y,8,4,-2,0,19,Yes,870,7,2,5,1,3,82,4,5,4,5035,13148,1,22,4,80,1,16,29
Yes,Corporate,30-39,Current,HR,Commerce,204,1204,Male,Manager,Married,Yes,Y,7,6,-2,0,31,Yes,140,41,2,2,1,3,34,1,4,2,11103,12877,0,25,3,80,3,1,84
No,Corporate,30-39,Current,Finance,Arts,205,1205,Female,Engineer,Divorced,No,Y,7,4,-2,0,33,Yes,891,2,3,3,1,4,57,2,3,4,16675,5249,3,24,5,80,0,17,49
Yes,Corporate,30-39,Attrited,HR,Commerce,206,1206,Female,Executive,Married,No,Y,8,8,-2,0,38,Yes,968,29,4,1,1,3,33,2,2,1,8204,3139,9,2,2,80,0,10,8
Yes,Corporate,50-59,Attrited,R&D,Medical,207,1207,Female,Engineer,Divorced,No,Y,5,6,-2,0,50,Yes,168,4,4,1,1,3,33,4,4,2,9989,19580,8,12,3,80,1,18,67
No,Corporate,50-59,Current,IT,Commerce,208,1208,Male,Analyst,Single,No,Y,2,0,-2,0,52,No,239,10,5,4,1,1,38,4,2,1,3730,14475,1,21,4,80,0,28,57
No,Corporate,40-49,Attrited,HR,Engineering,209,1209,Male,Manager,Single,No,Y,8,5,-2,0,46,No,551,4,1,2,1,2,62,2,3,2,10154,11019,9,11,2,80,0,27,83
No,Corporate,20-29,Current,R&D,Engineering,210,1210,Female,Executive,Divorced,Yes,Y,2,6,-2,0,22,No,212,49,2,5,1,3,99,1,4,2,15852,9016,5,25,4,80,2,35,10
No,Corporate,30-39,Current,R&D,Commerce,211,1211,Female,Analyst,Single,No,Y,2,7,-2,0,30,Yes,642,11,2,1,1,3,51,4,4,2,15365,11603,6,15,5,80,3,3,95
Yes,Corporate,30-39,Current,HR,Engineering,212,1212,Male,Clerk,Divorced,Yes,Y,1,10,-2,0,37,No,414,3,1,2,1,1,53,4,3,2,16275,3923,4,9,1,80,2,19,13
Yes,Corporate,20-29,Current,Sales,Science,213,1213,Female,Engineer,Married,Yes,Y,3,6,-2,0,24,No,490,9,3,3,1,4,60,1,1,3,5559,5861,4,11,1,80,3,10,99
No,Corporate,30-39,Current,HR,Commerce,214,1214,Female,Engineer,Single,Yes,Y,6,5,-2,0,31,Yes,913,20,1,1,1,3,42,1,5,1,9741,14635,2,25,1,80,3,36,64
Yes,Corporate,30-39,Current,R&D,Commerce,215,1215,Female,Engineer,Married,No,Y,10,6,-2,0,34,Yes,573,23,5,3,1,4,21,3,2,3,3010,11450,0,19,1,80,2,38,97
No,Corporate,30-39,Current,R&D,Medical,216,1216,Female,Executive,Single,No,Y,2,7,-2,0,36,Yes,319,48,4,5,1,4,93,4,1,3,4882,15206,6,23,5,80,2,2,40
Yes,Corporate,30-39,Attrited,Finance,Science,217,1217,Male,Clerk,Single,No,Y,3,8,-2,0,35,Yes,465,40,3,3,1,4,79,1,4,1,4629,3078,0,10,3,80,1,33,58
Yes,Corporate,20-29,Attrited,R&D,Arts,218,1218,Female,Engineer,Married,No,Y,3,7,-2,0,22,No,877,4,3,4,1,3,25,2,2,2,9327,8624,3,25,1,80,3,29,49
No,Corporate,30-39,Current,IT,Commerce,219,1219,Male,Engineer,Married,No,Y,10,8,-2,0,36,No,898,30,1,5,1,3,73,3,4,1,13405,12283,3,23,4,80,3,28,85
Yes,Corporate,40-49,Attrited,Finance,Arts,220,1220,Male,Manager,Single,No,Y,6,6,-2,0,40,Yes,789,38,4,5,1,4,75,2,5,4,13871,9589,10,12,4,80,1,11,92
No,Corporate,20-29,Attrited,R&D,Engineering,221,1221,Female,Executive,Divorced,Yes,Y,9,7,-2,0,24,No,268,12,2,3,1,1,44,3,3,3,16739,4581,3,1,2,80,1,19,63
No,Corporate,40-49,Current,Sales,Commerce,222,1222,Male,Manager,Divorced,Yes,Y,2,8,-2,0,40,No,252,3,1,3,1,1,35,1,1,2,2922,4748,7,15,2,80,1,10,17
No,Corporate,20-29,Attrited,Sales,Medical,223,1223,Female,Manager,Single,Yes,Y,3,6,-2,0,29,Yes,306,43,4,4,1,2,35,2,1,1,17926,2761,8,17,3,80,0,4,97
No,Corporate,50-59,Current,IT,Arts,224,1224,Female,Analyst,Single,No,Y,8,2,-2,0,52,Yes,448,14,5,3,1,4,83,1,4,2,7415,1422,6,14,1,80,3,35,78
Yes,Corporate,20-29,Attrited,R&D,Commerce,225,1225,Male,Manager,Single,No,Y,3,10,-2,0,28,Yes,432,4,2,3,1,2,69,4,4,2,11171,2025,10,18,3,80,1,35,75
No,Corporate,50-59,Attrited,R&D,Science,226,1226,Male,Manager,Divorced,No,Y,2,7,-2,0,53,Yes,620,38,1,5,1,1,90,4,3,2,8111,13698,3,5,2,80,2,10,100
No,Corporate,40-49,Current,IT,Medical,227,1227,Male,Engineer,Single,No,Y,1,2,-2,0,47,No,747,28,5,2,1,4,72,4,5,1,6466,18869,5,9,5,80,1,14,30
Yes,Corporate,20-29,Current,HR,Arts,228,1228,Female,Clerk,Single,No,Y,9,5,-2,0,20,Yes,913,48,2,2,1,3,59,3,1,2,19614,14347,6,11,5,80,2,22,79
No,Corporate,30-39,Attrited,IT,Science,229,1229,Female,Analyst,Divorced,Yes,Y,7,8,-2,0,35,Yes,541,13,3,5,1,2,25,2,3,3,15855,13873,8,6,5,80,0,28,61
No,Corporate,40-49,Attrited,Sales,Commerce,230,1230,Male,Executive,Married,No,Y,4,0,-2,0,43,Yes,608,16,3,3,1,2,52,4,1,2,16452,7482,8,15,2,80,0,32,34
No,Corporate,30-39,Attrited,Sales,Arts,231,1231,Male,Analyst,Married,Yes,Y,6,5,-2,0,35,Yes,817,44,1,4,1,1,83,2,5,3,12847,17988,6,11,5,80,1,3,32
No,Corporate,20-29,Current,Sales,Science,232,1232,Male,Manager,Married,Yes,Y,2,9,-2,0,25,Yes,167,47,1,4,1,4,93,4,3,2,14804,1778,5,13,2,80,1,21,19
No,Corporate,50-59,Attrited,Finance,Medical,233,1233,Female,Engineer,Single,Yes,Y,8,10,-2,0,54,Yes,457,38,1,4,1,3,39,3,1,1,19459,5425,2,10,3,80,0,30,34
Yes,Corporate,20-29,Current,R&D,Medical,234,1234,Female,Analyst,Divorced,No,Y,10,5,-2,0,26,Yes,207,19,5,5,1,2,78,3,2,3,6546,17908,9,21,1,80,3,10,5
No,Corporate,50-59,Current,HR,Science,235,1235,Female,Analyst,Single,No,Y,7,6,-2,0,55,No,145,16,5,1,1,4,70,2,3,3,1852,16229,8,1,2,80,3,12,58
Yes,Corporate,40-49,Current,Sales,Medical,236,1236,Female,Manager,Married,No,Y,1,4,-2,0,48,No,747,50,1,1,1,2,100,1,1,4,7729,15923,1,11,1,80,1,1,58
Yes,Corporate,40-49,Attrited,IT,Arts,237,1237,Female,Executive,Divorced,Yes,Y,2,1,-2,0,48,No,282,2,1,2,1,2,45,3,5,3,9818,7845,4,19,1,80,0,12,48
No,Corporate,40-49,Attrited,Finance,Science,238,1238,Female,Analyst,Single,No,Y,10,8,-2,0,46,No,658,19,4,4,1,3,53,3,5,4,13946,4301,1,9,5,80,0,4,48
No,Corporate,50-59,Current,HR,Commerce,239,1239,Female,Manager,Single,Yes,Y,5,0,-2,0,50,Yes,570,19,3,2,1,2,47,2,5,1,15640,17620,5,2,2,80,3,32,54
No,Corporate,20-29,Attrited,Sales,Commerce,240,1240,Male,Engineer,Single,No,Y,8,2,-2,0,29,No,589,15,4,4,1,3,60,4,4,3,2502,2172,7,21,2,80,2,16,21
No,Corporate,30-39,Attrited,Sales,Engineering,241,1241,Female,Manager,Divorced,Yes,Y,8,1,-2,0,34,No,638,48,1,1,1,4,47,4,4,3,7184,1813,3,13,1,80,2,16,26
No,Corporate,10-19,Current,HR,Engineering,242,1242,Female,Executive,Single,No,Y,4,5,-2,0,19,Yes,774,5,1,4,1,3,68,2,3,3,3298,2258,3,21,5,80,0,17,94
Yes,Corporate,50-59,Attrited,IT,Commerce,243,1243,Female,Analyst,Married,Yes,Y,5,8,-2,0,54,No,382,12,4,3,1,1,49,4,3,1,9793,14402,5,16,1,80,3,16,83
Yes,Corporate,20-29,Current,Sales,Arts,244,1244,Female,Executive,Divorced,Yes,Y,10,8,-2,0,29,Yes,998,45,3,4,1,4,46,4,5,1,18866,11857,5,25,2,80,1,31,28
No,Corporate,50-59,Current,R&D,Arts,245,1245,Female,Executive,Divorced,Yes,Y,6,6,-2,0,56,Yes,277,47,3,1,1,4,26,4,2,1,11109,10719,1,19,3,80,0,40,38
Yes,Corporate,30-39,Current,Sales,Medical,246,1246,Male,Manager,Married,Yes,Y,4,8,-2,0,33,No,779,14,2,4,1,2,81,4,3,4,9675,8650,4,21,2,80,2,17,29
Yes,Corporate,20-29,Attrited,HR,Science,247,1247,Male,Manager,Married,Yes,Y,10,4,-2,0,28,Yes,662,26,1,1,1,3,55,2,3,1,5171,8170,7,11,4,80,1,23,31
No,Corporate,40-49,Attrited,HR,Science,248,1248,Male,Engineer,Divorced,Yes,Y,10,3,-2,0,44,No,158,35,3,2,1,1,97,4,1,3,10503,4512,7,20,3,80,0,23,91
Yes,Corporate,50-59,Current,Sales,Commerce,249,1249,Female,Executive,Married,Yes,Y,5,1,-2,0,52,Yes,248,39,2,2,1,4,94,3,1,4,14844,1215,8,23,3,80,3,20,65
Yes,Corporate,40-49,Attrited,Finance,Engineering,250,1250,Male,Analyst,Divorced,No,Y,9,6,-2,0,47,No,841,42,3,5,1,3,42,2,5,1,17178,6790,0,0,1,80,1,14,74
No,Corporate,50-59,Current,R&D,Engineering,251,1251,Female,Engineer,Single,No,Y,4,7,-2,0,59,Yes,709,20,3,1,1,1,32,3,2,1,5664,10198,2,5,5,80,3,2,14
Yes,Corporate,50-59,Attrited,Sales,Medical,252,1252,Male,Engineer,Single,Yes,Y,2,0,-2,0,53,No,160,24,5,3,1,4,40,2,1,1,15693,19372,3,7,3,80,0,28,28
No,Corporate,20-29,Current,R&D,Arts,253,1253,Male,Clerk,Married,Yes,Y,1,8,-2,0,26,No,364,19,2,2,1,3,86,3,1,3,5185,3601,9,12,5,80,0,39,54
No,Corporate,40-49,Current,IT,Medical,254,1254,Female,Manager,Single,No,Y,4,5,-2,0,41,No,315,15,4,1,1,1,99,1,2,3,12720,14785,5,19,1,80,0,38,72
No,Corporate,40-49,Attrited,HR,Science,255,1255,Female,Executive,Divorced,No,Y,10,10,-2,0,48,No,532,34,2,5,1,2,45,3,4,2,17356,18396,0,21,2,80,3,0,25
No,Corporate,30-39,Current,IT,Arts,256,1256,Male,Analyst,Divorced,Yes,Y,6,5,-2,0,31,Yes,587,27,4,4,1,4,75,1,1,3,14124,7083,3,4,1,80,3,8,32
Yes,Corporate,50-59,Current,Finance,Engineering,257,1257,Female,Analyst,Single,No,Y,8,8,-2,0,52,No,894,40,4,2,1,1,25,2,5,1,17496,16466,4,3,5,80,2,20,68
Yes,Corporate,40-49,Current,HR,Arts,258,1258,Female,Clerk,Married,Yes,Y,5,5,-2,0,47,Yes,535,48,2,2,1,1,63,1,1,2,3976,7364,6,14,4,80,3,30,88
No,Corporate,50-59,Attrited,Finance,Engineering,259,1259,Male,Analyst,Single,No,Y,8,3,-2,0,53,No,362,3,3,1,1,2,54,4,2,1,2044,1216,6,17,1,80,2,1,38
Yes,Corporate,20-29,Current,R&D,Science,260,1260,Female,Manager,Divorced,Yes,Y,7,0,-2,0,21,No,267,14,3,2,1,4,85,1,5,2,3163,11478,7,7,4,80,1,24,22
No,Corporate,10-19,Attrited,HR,Science,261,1261,Male,Executive,Divorced,No,Y,4,7,-2,0,18,No,721,21,2,4,1,1,74,2,2,3,18914,15658,4,2,3,80,2,7,80
Yes,Corporate,20-29,Attrited,Finance,Engineering,262,1262,Male,Clerk,Married,No,Y,6,1,-2,0,20,No,534,34,5,4,1,4,31,4,3,3,19616,18136,5,14,5,80,1,2,84
No,Corporate,40-49,Current,R&D,Medical,263,1263,Female,Manager,Single,No,Y,1,6,-2,0,48,Yes,555,14,4,3,1,3,55,2,5,4,9457,1921,5,16,2,80,0,5,49
Yes,Corporate,30-39,Attrited,R&D,Science,264,1264,Female,Analyst,Married,Yes,Y,4,1,-2,0,32,No,540,21,2,4,1,2,40,4,2,4,1718,3224,0,1,5,80,3,22,22
No,Corporate,30-39,Current,Finance,Arts,265,1265,Female,Executive,Divorced,Yes,Y,9,0,-2,0,34,Yes,432,15,4,2,1,3,72,1,3,4,12889,12130,8,18,1,80,3,5,94
Yes,Corporate,30-39,Current,Finance,Medical,266,1266,Male,Clerk,Divorced,No,Y,6,6,-2,0,38,Yes,533,17,4,3,1,3,23,2,2,3,11186,17200,7,5,1,80,2,5,81
No,Corporate,60-69,Attrited,IT,Arts,267,1267,Female,Manager,Single,No,Y,2,0,-2,0,60,Yes,246,29,5,3,1,4,54,2,5,4,3423,2395,4,23,3,80,3,38,94
No,Corporate,20-29,Attrited,Sales,Medical,268,1268,Female,Clerk,Single,Yes,Y,10,8,-2,0,25,No,891,4,3,3,1,4,51,2,2,1,10828,5479,5,6,5,80,3,38,60
No,Corporate,40-49,Attrited,R&D,Engineering,269,1269,Female,Executive,Divorced,Yes,Y,7,2,-2,0,42,No,886,3,3,5,1,4,74,3,5,4,3408,16312,4,20,3,80,1,20,5
Yes,Corporate,40-49,Attrited,HR,Commerce,270,1270,Male,Executive,Married,Yes,Y,10,0,-2,0,41,No,170,35,3,2,1,2,49,3,2,3,14993,16927,2,9,3,80,2,37,6
Yes,Corporate,20-29,Current,R&D,Engineering,271,1271,Male,Executive,Married,Yes,Y,2,2,-2,0,29,Yes,251,44,3,2,1,4,26,3,3,3,18426,16321,0,24,1,80,2,24,82
